"","CRUISEJOIN","HAULJOIN","CATCHJOIN","REGION","VESSEL","CRUISE","HAUL","SPECIES_CODE","LENGTH","FREQUENCY","SEX","SAMPLE_TYPE","LENGTH_TYPE","AUDITJOIN"
"212",978772,978789,979677,"GOA",23,199901,243,310,730,3,2,1,1,3401430
"213",978772,978789,979677,"GOA",23,199901,243,310,740,1,2,1,1,3401431
"214",978772,978789,979677,"GOA",23,199901,243,310,750,3,2,1,1,3401432
"215",978772,978789,979677,"GOA",23,199901,243,310,760,2,2,1,1,3401433
"216",978772,978789,979677,"GOA",23,199901,243,310,770,1,2,1,1,3401434
"217",978772,978789,979677,"GOA",23,199901,243,310,790,2,2,1,1,3401435
"218",978772,978789,979677,"GOA",23,199901,243,310,810,1,2,1,1,3401436
"219",978772,978789,979677,"GOA",23,199901,243,310,820,1,2,1,1,3401437
"220",978772,978789,979677,"GOA",23,199901,243,310,850,1,2,1,1,3401438
"221",978772,978789,979677,"GOA",23,199901,243,310,550,1,3,1,1,3401439
"222",978772,978789,979677,"GOA",23,199901,243,310,570,1,3,1,1,3401440
"223",978772,978789,979677,"GOA",23,199901,243,310,580,2,3,1,1,3401441
"224",978772,978789,979677,"GOA",23,199901,243,310,590,1,3,1,1,3401442
"225",978772,978789,979677,"GOA",23,199901,243,310,620,2,3,1,1,3405543
"226",978772,978789,979677,"GOA",23,199901,243,310,650,1,2,1,1,3405519
"227",978772,978789,979677,"GOA",23,199901,243,310,670,1,2,1,1,3405520
"228",978772,978789,979677,"GOA",23,199901,243,310,600,2,3,1,1,3405542
"229",978772,978789,979677,"GOA",23,199901,243,310,630,1,3,1,1,3405544
"230",978772,978789,979677,"GOA",23,199901,243,310,700,1,1,1,1,3430610
"231",978772,978789,979677,"GOA",23,199901,243,310,620,2,1,1,1,3438462
"232",978772,978789,979677,"GOA",23,199901,243,310,790,1,1,1,1,3438463
"233",978772,978789,979677,"GOA",23,199901,243,310,620,3,2,1,1,3433388
"234",978772,978789,979677,"GOA",23,199901,243,310,640,1,3,1,1,3433382
"235",978772,978789,979677,"GOA",23,199901,243,310,750,1,3,1,1,3433383
"236",978772,978789,979677,"GOA",23,199901,243,310,810,1,3,1,1,3433384
"237",978772,978789,979677,"GOA",23,199901,243,310,520,1,1,1,1,3433389
"238",978772,978789,979677,"GOA",23,199901,243,310,590,1,1,1,1,3433390
"239",978772,978789,979677,"GOA",23,199901,243,310,650,1,1,1,1,3433391
"240",978772,978789,979677,"GOA",23,199901,243,310,730,1,1,1,1,3433392
"241",978772,978789,979677,"GOA",23,199901,243,310,770,1,1,1,1,3433393
"242",978772,978789,979677,"GOA",23,199901,243,310,580,2,2,1,1,3433394
"243",978772,978790,979527,"GOA",23,199901,244,310,810,1,2,1,1,3414864
"244",978772,978790,979527,"GOA",23,199901,244,310,710,1,1,1,1,3414859
"245",978772,978790,979527,"GOA",23,199901,244,310,700,1,2,1,1,3414860
"246",978772,978790,979527,"GOA",23,199901,244,310,720,1,2,1,1,3414861
"247",978772,978790,979527,"GOA",23,199901,244,310,770,2,2,1,1,3414862
"248",978772,978790,979527,"GOA",23,199901,244,310,790,2,2,1,1,3414863
"249",978772,978791,979531,"GOA",23,199901,245,310,680,2,1,1,1,3413859
"250",978772,978790,979527,"GOA",23,199901,244,310,740,1,1,1,1,3404376
"251",978772,978790,979527,"GOA",23,199901,244,310,750,2,2,1,1,3404377
"252",978772,978790,979527,"GOA",23,199901,244,310,840,1,2,1,1,3404378
"253",978772,978791,979531,"GOA",23,199901,245,310,580,1,1,1,1,3413857
"254",978772,978791,979531,"GOA",23,199901,245,310,660,1,1,1,1,3413858
"255",978772,978791,979531,"GOA",23,199901,245,310,710,1,1,1,1,3413860
"256",978772,978791,979531,"GOA",23,199901,245,310,720,1,1,1,1,3413861
"257",978772,978791,979531,"GOA",23,199901,245,310,810,1,1,1,1,3413862
"258",978772,978791,979531,"GOA",23,199901,245,310,630,1,2,1,1,3413863
"259",978772,978791,979531,"GOA",23,199901,245,310,670,1,2,1,1,3413864
"260",978772,978791,979531,"GOA",23,199901,245,310,760,1,2,1,1,3413865
"261",978772,978791,979531,"GOA",23,199901,245,310,770,1,2,1,1,3413866
"262",978772,978791,979531,"GOA",23,199901,245,310,820,1,2,1,1,3413867
"263",978772,978791,979531,"GOA",23,199901,245,310,830,2,2,1,1,3413868
"264",978772,978791,979531,"GOA",23,199901,245,310,900,1,2,1,1,3413869
"265",978772,978791,979531,"GOA",23,199901,245,310,920,1,2,1,1,3404369
"266",978772,978829,981671,"GOA",23,199901,283,310,830,1,2,1,1,3401371
"267",978772,978829,981671,"GOA",23,199901,283,310,890,3,2,1,1,3424668
"268",978772,978791,979531,"GOA",23,199901,245,310,790,1,2,1,1,3439564
"269",978772,978792,983852,"GOA",23,199901,246,310,750,1,2,1,1,3418894
"270",978772,978794,979310,"GOA",23,199901,248,310,670,1,1,1,1,3421876
"271",978772,978794,979310,"GOA",23,199901,248,310,760,1,2,1,1,3421877
"272",978772,978795,985501,"GOA",23,199901,249,310,610,1,1,1,1,3419858
"273",978772,978795,985501,"GOA",23,199901,249,310,670,1,2,1,1,3419859
"274",978772,978796,983794,"GOA",23,199901,250,310,740,1,1,1,1,3416794
"275",978772,978796,983794,"GOA",23,199901,250,310,770,1,1,1,1,3416795
"276",978772,978808,979468,"GOA",23,199901,262,310,630,1,1,1,1,3394286
"277",978772,978808,979468,"GOA",23,199901,262,310,550,1,1,1,1,3414796
"278",978772,978808,979468,"GOA",23,199901,262,310,710,1,1,1,1,3414797
"279",978772,978808,979468,"GOA",23,199901,262,310,730,1,2,1,1,3414798
"280",978772,978808,979468,"GOA",23,199901,262,310,760,1,1,1,1,3439514
"281",978772,978809,979247,"GOA",23,199901,263,310,680,1,1,1,1,3412765
"282",978772,978825,981354,"GOA",23,199901,279,310,790,1,1,1,1,3423714
"283",978772,978825,981354,"GOA",23,199901,279,310,730,1,2,1,1,3423715
"284",978772,978825,981354,"GOA",23,199901,279,310,820,1,2,1,1,3423716
"285",978772,978825,981354,"GOA",23,199901,279,310,850,1,2,1,1,3423717
"286",978772,978825,981354,"GOA",23,199901,279,310,910,1,2,1,1,3423718
"287",978772,978826,979197,"GOA",23,199901,280,310,1080,1,2,1,1,3398317
"288",978772,978827,981642,"GOA",23,199901,281,310,730,1,2,1,1,3397303
"289",978772,978827,981642,"GOA",23,199901,281,310,620,1,2,1,1,3417609
"290",978772,978827,981642,"GOA",23,199901,281,310,740,1,2,1,1,3417610
"291",978772,978828,981653,"GOA",23,199901,282,310,1040,1,2,1,1,3436527
"292",978772,978828,981653,"GOA",23,199901,282,310,650,1,1,1,1,3425663
"293",978772,978828,981653,"GOA",23,199901,282,310,600,1,2,1,1,3425664
"294",978772,978828,981653,"GOA",23,199901,282,310,740,1,2,1,1,3425665
"295",978772,978828,981653,"GOA",23,199901,282,310,780,1,2,1,1,3425666
"296",978772,978829,981671,"GOA",23,199901,283,310,800,1,1,1,1,3401370
"297",978772,978829,981671,"GOA",23,199901,283,310,750,1,1,1,1,3424662
"298",978772,978829,981671,"GOA",23,199901,283,310,770,1,1,1,1,3424663
"299",978772,978829,981671,"GOA",23,199901,283,310,860,1,1,1,1,3424664
"300",978772,978829,981671,"GOA",23,199901,283,310,770,1,2,1,1,3424665
"301",978772,978829,981671,"GOA",23,199901,283,310,790,1,2,1,1,3424666
"302",978772,978829,981671,"GOA",23,199901,283,310,880,1,2,1,1,3424667
"303",978772,978829,981671,"GOA",23,199901,283,310,920,2,2,1,1,3424669
"304",978772,978830,979441,"GOA",23,199901,284,310,910,1,2,1,1,3419596
"305",978772,978829,981671,"GOA",23,199901,283,310,1090,1,2,1,1,3425616
"306",978772,978830,979441,"GOA",23,199901,284,310,610,1,1,1,1,3419592
"307",978772,978830,979441,"GOA",23,199901,284,310,790,1,1,1,1,3419593
"308",978772,978830,979441,"GOA",23,199901,284,310,720,1,2,1,1,3419594
"309",978772,978830,979441,"GOA",23,199901,284,310,760,1,2,1,1,3419595
"310",978772,979066,981425,"GOA",23,199901,292,310,550,1,2,1,1,3436559
"311",978772,979083,982157,"GOA",23,199901,309,310,510,1,2,1,1,3435458
"312",978772,979066,981425,"GOA",23,199901,292,310,610,1,2,1,1,3397324
"313",978772,979066,981425,"GOA",23,199901,292,310,530,1,2,1,1,3419636
"314",978772,979066,981425,"GOA",23,199901,292,310,640,1,2,1,1,3419637
"315",978772,979066,981425,"GOA",23,199901,292,310,700,1,2,1,1,3419638
"316",978772,979067,979388,"GOA",23,199901,293,310,710,1,1,1,1,3435452
"317",978772,979079,981908,"GOA",23,199901,305,310,540,1,2,1,1,3435455
"318",978772,979082,981852,"GOA",23,199901,308,310,530,1,1,1,1,3435457
"319",978772,979083,982157,"GOA",23,199901,309,310,540,1,2,1,1,3435459
"320",978772,979083,982157,"GOA",23,199901,309,310,550,1,2,1,1,3435460
"321",978773,985712,987360,"GOA",57,199901,193,310,670,1,1,1,1,3433047
"322",978773,985760,989775,"GOA",57,199901,129,310,970,1,2,1,1,3440673
"323",978773,985692,987690,"GOA",57,199901,173,310,790,1,1,1,1,3456199
"324",978773,985692,987690,"GOA",57,199901,173,310,1000,1,2,1,1,3456200
"325",978773,985710,987393,"GOA",57,199901,191,310,800,1,1,1,1,3436019
"326",978773,985710,987393,"GOA",57,199901,191,310,730,1,2,1,1,3436020
"327",978773,985711,987333,"GOA",57,199901,192,310,650,1,3,1,1,3435053
"328",978773,985711,987333,"GOA",57,199901,192,310,660,1,3,1,1,3453125
"329",978773,985712,987360,"GOA",57,199901,193,310,640,1,1,1,1,3433046
"330",978773,985712,987360,"GOA",57,199901,193,310,620,1,2,1,1,3433048
"331",978773,985712,987360,"GOA",57,199901,193,310,650,1,2,1,1,3433049
"332",978773,985712,987360,"GOA",57,199901,193,310,630,2,1,1,1,3453173
"333",978773,985714,987274,"GOA",57,199901,195,310,610,1,2,1,1,3431031
"334",978773,985712,987360,"GOA",57,199901,193,310,600,1,1,1,1,3452158
"335",978773,985712,987360,"GOA",57,199901,193,310,590,1,2,1,1,3452159
"336",978773,985714,987274,"GOA",57,199901,195,310,570,1,1,1,1,3431028
"337",978773,985714,987274,"GOA",57,199901,195,310,660,1,1,1,1,3431029
"338",978773,985714,987274,"GOA",57,199901,195,310,570,1,2,1,1,3431030
"339",978773,985717,987312,"GOA",57,199901,198,310,690,1,2,1,1,3438991
"340",978773,985717,987312,"GOA",57,199901,198,310,660,1,1,1,1,3438988
"341",978773,985717,987312,"GOA",57,199901,198,310,720,1,1,1,1,3438989
"342",978773,985717,987312,"GOA",57,199901,198,310,600,1,2,1,1,3438990
"343",978773,985717,987312,"GOA",57,199901,198,310,730,1,2,1,1,3438992
"344",978773,985717,987312,"GOA",57,199901,198,310,790,1,2,1,1,3438993
"345",978774,991053,997450,"GOA",94,199901,241,310,830,1,2,1,1,3461895
"346",978773,985720,987246,"GOA",57,199901,201,310,620,1,1,1,1,3436951
